MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,LST_Day_1km,LST_Night_1km
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2015,96.8571625344353,13619.612359550561,12934.07075471698
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2016,92.1714359504132,13465.065476190477,12908.525423728814
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2017,87.0,13582.232704402515,12804.731958762886
Russia,Central Siberia,Chara Most,56.906264,118.28067,2008,80.0,14193.254237288136,12954.80625
Russia,Central Siberia,Chara Most,56.906264,118.28067,2009,59.5,13890.052631578947,12804.182926829268
Russia,Central Siberia,Chara Most,56.906264,118.28067,2010,79.0,13760.137254901962,12752.112426035503
Russia,Central Siberia,Chara Most,56.906264,118.28067,2011,78.8313008130081,13961.021126760563,12942.613924050633
Russia,Central Siberia,Chara Most,56.906264,118.28067,2012,78.3333333333333,13769.782608695652,12668.657894736842
Russia,Central Siberia,Chara Most,56.906264,118.28067,2013,75.3333333333333,13938.984126984127,12851.933333333332
Canada,Canada,Teslin,60.44943,-133.52016,2004,100.0,13868.425,13431.946524064171
Canada,Canada,Teslin,60.44943,-133.52016,2005,100.0,13903.155555555555,13368.49720670391
Canada,Canada,Teslin,60.44943,-133.52016,2006,100.0,13527.189873417721,13175.663157894736
Canada,Canada,Teslin,60.44943,-133.52016,2007,100.0,13619.120253164558,13147.777777777777
Canada,Canada,Teslin,60.44943,-133.52016,2008,100.0,13546.877551020409,13188.41489361702
Canada,Canada,Teslin,60.44943,-133.52016,2009,100.0,13605.047904191617,13259.527918781725
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2004,98.0,13623.553459119497,13333.904545454545
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2005,77.0,13552.560693641619,13289.93665158371
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2006,75.0,13541.58041958042,13209.35294117647
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2007,79.0,13616.146341463415,13316.256880733945
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2008,87.0,13462.05625,13168.527896995709
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2009,85.0,13446.788079470198,13200.811926605504
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2004,82.0,13731.994350282486,13351.72767857143
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2005,76.0,13717.789772727272,13310.201754385966
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2006,67.0,13574.419161676647,13207.013636363636
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2007,68.0,13657.344155844155,13259.616740088106
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2008,68.0,13442.691823899371,13126.337552742616
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2003,223.0,13488.194444444445,12815.340425531915
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2004,218.0,13257.244897959185,12685.535545023697
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2005,215.0,13421.945945945947,12767.098039215687
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2006,221.0,13297.467391304348,12705.516908212561
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2007,220.0,13452.005,12901.682692307691
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2008,221.0,13649.5,12874.715555555556
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2009,223.0,13493.796954314721,12841.575471698114
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2010,220.0,13422.718592964824,12827.458333333334
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2011,220.0,13488.738461538462,12865.628318584071
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2012,222.0,13469.63076923077,12743.422727272728
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2013,224.0,13376.444444444445,12803.980295566502
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2014,225.0,13483.445086705202,12858.36574074074
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2015,225.0,13335.28502415459,13023.727272727272
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2016,227.0,13555.615819209039,12964.08743169399
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2017,227.0,13503.71978021978,12893.100502512563
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2018,225.0,13542.132275132275,12911.789719626167
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2004,100.0,13609.757225433526,13314.836909871245
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2005,100.0,13632.305,13273.887387387387
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2006,86.0,13555.373626373626,13187.621145374449
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2007,0.0,13552.839285714286,13224.305309734513
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2008,50.0,13421.442424242425,13112.965517241379
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2009,100.0,13500.826086956522,13139.75
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2010,100.0,13440.58426966292,13165.17748917749
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2011,100.0,13381.13125,13130.923766816144
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2003,155.0,13235.894736842105,12755.743362831858
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2004,147.0,13021.822966507178,12610.79919678715
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2005,145.0,13190.745454545455,12762.459016393443
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2006,144.0,13147.649769585254,12680.857142857143
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2007,147.0,13209.529411764706,12788.564655172413
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2008,152.0,13335.322869955156,12820.404081632652
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2009,152.0,13184.23111111111,12750.029914529914
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2010,155.0,13213.24034334764,12715.322314049587
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2011,148.0,13220.809734513274,12800.880165289256
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2012,148.0,13253.686098654709,12667.136363636364
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2013,144.0,13182.865470852017,12746.409836065573
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2014,146.0,13171.282407407407,12748.180722891566
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2015,153.0,13234.040358744394,12866.157894736842
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2016,157.0,13221.565217391304,12754.233944954129
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2017,158.0,13266.342995169081,12740.1330472103
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2018,145.0,13200.824644549763,12719.602620087337
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2005,61.0,13822.393333333333,13099.531073446327
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2006,69.0,13483.053191489362,12862.603351955308
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2007,62.0,13511.751322751323,12835.624309392266
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2008,85.0,13312.670807453416,12833
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2009,85.0,13568.917098445596,12944.054347826086
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2004,112.0,13697.382352941177,13125.572052401747
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2005,110.0,13710.96,13130.431924882629
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2006,110.373388203018,13567.296116504855,12982.905579399141
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2007,111.559945130315,13688.399014778324,13082.281632653061
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2008,113.659259259259,13492.605714285713,12933.975490196079
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2009,116.770919067215,13641.432692307691,13078.393013100436
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2010,120.99451303155,13645.467336683418,13121.982905982906
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2011,126.42962962963,13566.221649484536,12938.09090909091
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2012,133.17585733882,13439.712264150943,12990.930735930737
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2013,141.332784636488,13653.117647058823,13096.041474654377
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2014,151.0,13667.736363636364,13124.978260869566
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2004,85.0,13708.60621761658,13211.89268292683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2005,87.0,13687.725388601037,13195.931937172774
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2006,84.5,13514.587939698493,13037.834123222749
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2007,82.0,13674.39,13110.07075471698
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2008,82.22351797862,13471.448717948719,13006.548387096775
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2009,83.0035633300939,13636.781725888324,13137.972093023256
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2010,84.5043731778426,13651.768817204302,13159.171296296296
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2011,86.8901846452867,13528.95744680851,13019.946808510638
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2012,90.3252348558471,13403.774869109948,13024.946078431372
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2013,94.9737609329446,13634.291457286432,13161.217171717171
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2014,101.0,13651.675,13174.552511415524
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2004,100.0,13539.21472392638,13357.137931034482
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2005,100.0,13582.779761904761,13315.155440414508
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2006,100.0,13393.166666666666,13206.988505747126
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2007,100.0,13542.932515337423,13225.084656084657
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2008,100.0,13364.657303370786,13079.115
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2009,100.0,13423.018867924528,13133.994736842105
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2010,100.0,13423.622857142856,13169.010582010582
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2011,100.0,13348.94674556213,13122.915789473684
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2004,100.0,13570.692737430167,13356.441489361701
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2005,100.0,13624.525423728814,13304.032608695652
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2006,100.0,13441.158227848102,13205.783333333333
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2007,100.0,13543.914110429449,13244.24607329843
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2008,100.0,13397.6408839779,13121.367567567568
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2009,100.0,13401.681818181818,13132.936781609196
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2010,98.25,13445.182320441989,13176.712041884817
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2011,94.0,13376.173410404625,13172.88947368421
Canada,Canada,Dawson,63.94054,-138.59157,2004,39.0,13581,13259.340782122905
Canada,Canada,Dawson,63.94054,-138.59157,2005,58.0,13650.597765363129,13397.383647798742
Canada,Canada,Dawson,63.94054,-138.59157,2006,70.0,13510.65306122449,13172.9226519337
Canada,Canada,Dawson,63.94054,-138.59157,2007,59.0,13653.651515151516,13190.449197860962
Canada,Canada,Dawson,63.94054,-138.59157,2008,74.0,13466.72049689441,13088.585798816568
Canada,Canada,Dawson,63.94054,-138.59157,2009,74.0,13543.565,13128.42780748663
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2005,98.0,13662.8,13205.736363636364
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2006,89.0,13462.042253521127,13146.75641025641
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2007,97.0,13623.144104803494,13270.490990990991
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2008,103.0,13498.748815165876,13074.44600938967
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2009,103.0,13526.935779816513,13170.529680365296
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2010,93.0,13567.677824267783,13221.40888888889
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2011,94.0,13568.421052631578,13192.816143497757
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1991,78.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1992,82.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1993,75.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1994,85.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1995,83.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1996,77.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1997,82.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1998,90.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1999,95.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2000,96.0,13580.376623376624,13211.82
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2001,98.8409090909091,13284.118483412321,12973.917525773197
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2002,101.0,13468.19806763285,13107.873170731707
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2003,100.0,13430.926701570681,13149.945273631842
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2004,89.0,13348.375,13062.229268292684
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2005,73.0,13206.538116591928,12969.255707762557
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2006,87.0,13389.776699029126,13079.735294117647
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2007,83.0,13457.874396135267,13176.049751243781
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2008,81.0,13314.620833333332,12946.05
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2009,88.0,13208.673366834171,12933.450450450451
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2010,89.0,13312.875621890547,12972.639593908629
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2011,104.0,13316.18407960199,13032.333333333334
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2012,94.0,13297.327188940093,12991.608108108108
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2013,92.0,13259.22340425532,13018.447004608295
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2014,89.0,13449.492610837438,13175.447963800905
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2015,91.0,13403.542105263157,13045.702564102565
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2016,91.0,13587.214953271028,13198.683720930232
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2017,90.0,13479.73023255814,13167.484693877552
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2018,80.0,13485.686274509804,13157
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2005,71.0,13181.097165991903,12855.126016260163
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2006,85.0,13353.243362831858,12972.65811965812
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2007,75.0,13448.676470588236,13078.188284518828
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2008,90.0,13282.371647509579,12886.554770318022
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2009,84.0,13229.548245614034,12913.79365079365
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2010,81.0,13305.760563380281,12914.39419087137
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2011,80.0,13295.023923444976,12876.818965517241
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2012,73.0,13301.385892116183,12888.162055335968
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2013,83.0,13273.41743119266,12935.08527131783
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2014,76.0,13444.978165938865,13060.646341463415
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2015,77.0,13361.907894736842,12941.983263598326
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2016,74.0,13521.888429752065,13124.703252032521
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2017,82.0,13540.443965517241,13117.278761061947
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2018,75.0,13431.025210084033,13106.135593220339
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1985,64.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1986,77.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1987,78.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1988,83.5232491389208,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1989,92.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1990,100.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1991,65.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1992,65.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1993,62.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1994,55.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1995,94.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1996,75.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1997,75.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1998,75.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1999,69.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2000,102.0,13655.815476190477,13335.741379310344
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2001,105.0,13445.24,13111.533333333333
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2002,92.0,13640.188679245282,13350.686567164179
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2003,70.0,13647.50462962963,13200.067567567568
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2004,70.0,13580.883620689656,13227.198312236287
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2005,80.0,13576.995633187773,13171.539748953976
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2006,114.0,13377.452173913043,13057.792792792792
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2007,145.0,13601.43153526971,13211.545454545454
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2008,165.0,13428.25,13070.862385321101
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2009,213.0,13467.306034482759,13083.271186440677
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2010,209.0,13575.052631578947,13195.59243697479
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2011,240.0,13490.273469387756,13107.849765258215
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2012,271.0,13349.695833333333,12984.004310344828
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2013,303.0,13553.021834061135,13156.235042735043
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2014,330.0,13553.691983122362,13238.057613168725
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2015,276.0,13518.60606060606,13198.181818181818
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2016,366.0,13545.148936170213,13276.76724137931
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2017,391.0,13504.821276595745,13153.295238095237
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2018,390.0,13528.767772511848,13193.619266055046
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2019,407.0,13648.092105263158,13260.144278606966
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2004,55.0,13547.69543147208,13243.061320754718
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2005,62.0,13501.732394366198,13192.113821138211
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2006,69.0,13321.420560747663,13090.887445887445
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2007,72.0,13473.030973451327,13108.387755102041
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2008,80.0,13357.813636363637,13064.80971659919
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2009,80.0,13398.871428571429,13147.460465116279
Alaska,Alaska Interior,Ruby,64.73486,-155.48461,2005,100.0,13442.84188034188,13261.363636363636
Alaska,Alaska Interior,Ruby,64.73486,-155.48461,2006,100.0,13303.292792792792,13108.955156950673
Alaska,Alaska Interior,Ruby,64.73486,-155.48461,2007,100.0,13392.293023255814,13145.478070175439
