MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,LST_Day_1km,LST_Night_1km
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2012,69.0,13658.264705882353,13249.569060773481
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2006,65.0,13288.16091954023,12923.82995951417
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2007,52.0,13128.489932885906,12928.252100840336
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2008,59.0,13411.76510067114,12970.963414634147
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2009,52.0,13312.593406593407,12927.139442231075
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2010,61.0,13324.994285714285,12950.232283464567
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2011,62.0,13138.241830065359,12918.122047244095
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2012,68.0,13280.00578034682,12915.763265306123
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2013,55.0,13359.072289156626,12990.477911646587
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2014,60.5,13327.057471264368,12978.665369649805
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2015,66.0,13184.50847457627,12943.560975609756
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2016,61.0,13200.006060606062,12935.51652892562
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2017,70.0,13255.302013422819,12959.09756097561
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2018,61.0,13258.188679245282,12938.1875
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2019,71.0,13203.898203592815,12945.30923694779
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2020,59.0,13227.73717948718,12907.278481012658
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2021,65.0,13331.533783783783,12945.829268292682
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2022,59.0,13450.142857142857,13051.131578947368
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2023,57.0,13204.888888888889,12980.576612903225
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2013,128.0,13527.65625,12765.193717277487
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2014,91.0,13792.79754601227,12817.319047619048
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2015,115.0,13619.612359550561,12934.07075471698
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2016,112.5,13465.065476190477,12908.525423728814
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2017,108.333333333333,13582.232704402515,12804.731958762886
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2018,105.0,13694.072727272727,12867.004975124379
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2019,101.11430785124,13739.660714285714,12921.46875
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2020,96.8571625344353,13590.397590361446,12909.027777777777
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2021,92.1714359504132,13692.12676056338,12868.60101010101
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2022,87.0,13206.66447368421,12671.878787878788
Russia,Central Siberia,Chara Most,56.906264,118.28067,2013,80.0,13938.984126984127,12851.933333333332
Russia,Central Siberia,Chara Most,56.906264,118.28067,2014,59.5,13944.828125,12843.564245810056
Russia,Central Siberia,Chara Most,56.906264,118.28067,2015,79.0,13716.627329192546,13000.413265306122
Russia,Central Siberia,Chara Most,56.906264,118.28067,2016,78.8313008130081,13593.971428571429,12913.053691275169
Russia,Central Siberia,Chara Most,56.906264,118.28067,2017,78.3333333333333,13748.287878787878,12853.952054794521
Russia,Central Siberia,Chara Most,56.906264,118.28067,2018,75.3333333333333,13930.723880597016,12832.911764705883
Canada,Canada,Teslin,60.44943,-133.52016,2009,100.0,13605.047904191617,13259.527918781725
Canada,Canada,Teslin,60.44943,-133.52016,2010,100.0,13755.169590643274,13359.802884615385
Canada,Canada,Teslin,60.44943,-133.52016,2011,100.0,13587.51282051282,13185.191256830602
Canada,Canada,Teslin,60.44943,-133.52016,2012,100.0,13600.26797385621,13129.8125
Canada,Canada,Teslin,60.44943,-133.52016,2013,100.0,13776.103896103896,13304.115577889448
Canada,Canada,Teslin,60.44943,-133.52016,2014,100.0,13600.771428571428,13235.454081632653
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2009,98.0,13446.788079470198,13200.811926605504
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2010,77.0,13416.11377245509,13177.476851851852
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2011,75.0,13397.273255813954,13178.52534562212
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2012,79.0,13327.301136363636,13138.814229249012
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2013,87.0,13460.777027027027,13229.976635514018
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2014,85.0,13696.475935828877,13378.881516587679
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2009,82.0,13576.154320987655,13192.843049327354
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2010,76.0,13513.072625698323,13197.944444444445
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2011,67.0,13425.610778443113,13158.42543859649
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2012,68.0,13409.86320754717,13092.426160337553
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2013,68.0,13664.90909090909,13267.92543859649
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2008,223.0,13649.5,12874.715555555556
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2009,218.0,13493.796954314721,12841.575471698114
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2010,215.0,13422.718592964824,12827.458333333334
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2011,221.0,13488.738461538462,12865.628318584071
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2012,220.0,13469.63076923077,12743.422727272728
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2013,221.0,13376.444444444445,12803.980295566502
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2014,223.0,13483.445086705202,12858.36574074074
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2015,220.0,13335.28502415459,13023.727272727272
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2016,220.0,13555.615819209039,12964.08743169399
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2017,222.0,13503.71978021978,12893.100502512563
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2018,224.0,13542.132275132275,12911.789719626167
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2019,225.0,13457.960893854748,12930.267326732674
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2020,225.0,13593.944186046512,13048.63392857143
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2021,227.0,13484.748663101604,12830.078431372549
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2022,227.0,13366.474576271186,12829.625668449198
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2023,225.0,13546.585798816568,12955.94685990338
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2009,100.0,13500.826086956522,13139.75
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2010,100.0,13440.58426966292,13165.17748917749
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2011,86.0,13381.13125,13130.923766816144
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2012,0.0,13332.51256281407,13094.512195121952
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2013,50.0,13581.811764705883,13229.572052401747
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2014,100.0,13718.96875,13351.169491525423
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2015,100.0,13578.572327044025,13304.42723004695
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2016,100.0,13826.596858638743,13432.717391304348
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2008,155.0,13335.322869955156,12820.404081632652
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2009,147.0,13184.23111111111,12750.029914529914
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2010,145.0,13213.24034334764,12715.322314049587
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2011,144.0,13220.809734513274,12800.880165289256
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2012,147.0,13253.686098654709,12667.136363636364
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2013,152.0,13182.865470852017,12746.409836065573
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2014,152.0,13171.282407407407,12748.180722891566
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2015,155.0,13234.040358744394,12866.157894736842
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2016,148.0,13221.565217391304,12754.233944954129
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2017,148.0,13266.342995169081,12740.1330472103
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2018,144.0,13200.824644549763,12719.602620087337
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2019,146.0,13227.477272727272,12810.788235294118
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2020,153.0,13489.108695652174,12851.525423728814
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2021,157.0,13292.856459330143,12663.44255319149
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2022,158.0,13149.218446601943,12706.208695652174
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2023,145.0,13158.052884615385,12756.644351464434
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2010,61.0,13632.182857142858,13077.22346368715
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2011,69.0,13437.615384615385,12814.585798816568
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2012,62.0,13235.491124260356,12734.491329479768
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2013,85.0,13636.412087912087,12917.83606557377
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2014,85.0,13589.70652173913,12944.943181818182
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2009,112.0,13641.432692307691,13078.393013100436
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2010,110.0,13645.467336683418,13121.982905982906
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2011,110.373388203018,13566.221649484536,12938.09090909091
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2012,111.559945130315,13439.712264150943,12990.930735930737
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2013,113.659259259259,13653.117647058823,13096.041474654377
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2014,116.770919067215,13667.736363636364,13124.978260869566
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2015,120.99451303155,13703.723076923077,13087.40366972477
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2016,126.42962962963,13716.219047619048,13220.611607142857
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2017,133.17585733882,13611.593301435407,12990.981481481482
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2018,141.332784636488,13635.647959183674,13070.627272727274
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2019,151.0,13689.620192307691,13194.39732142857
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2009,85.0,13636.781725888324,13137.972093023256
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2010,87.0,13651.768817204302,13159.171296296296
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2011,84.5,13528.95744680851,13019.946808510638
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2012,82.0,13403.774869109948,13024.946078431372
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2013,82.22351797862,13634.291457286432,13161.217171717171
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2014,83.0035633300939,13651.675,13174.552511415524
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2015,84.5043731778426,13683.165745856353,13148.897959183674
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2016,86.8901846452867,13718.989847715737,13248.024630541871
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2017,90.3252348558471,13594.123076923077,13090.787564766839
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2018,94.9737609329446,13609.045,13092.063157894738
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2019,101.0,13674.6038647343,13215.641414141413
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2009,100.0,13423.018867924528,13133.994736842105
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2010,100.0,13423.622857142856,13169.010582010582
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2011,100.0,13348.94674556213,13122.915789473684
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2012,100.0,13214.748663101604,13035.59024390244
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2013,100.0,13439.503184713376,13174.930107526881
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2014,100.0,13660.31891891892,13366.379679144386
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2015,100.0,13498.768707482994,13255.298245614034
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2016,100.0,13764.413978494624,13409.406091370558
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2009,100.0,13401.681818181818,13132.936781609196
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2010,100.0,13445.182320441989,13176.712041884817
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2011,100.0,13376.173410404625,13172.88947368421
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2012,100.0,13309.147783251232,13031.620689655172
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2013,100.0,13516.641509433963,13197.273684210526
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2014,100.0,13599.313432835821,13351.543010752688
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2015,98.25,13551.79012345679,13260.597701149425
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2016,94.0,13715.262626262625,13450.71921182266
Canada,Canada,Dawson,63.94054,-138.59157,2009,39.0,13543.565,13128.42780748663
Canada,Canada,Dawson,63.94054,-138.59157,2010,58.0,13709.028571428571,13316.513661202185
Canada,Canada,Dawson,63.94054,-138.59157,2011,70.0,13584.701657458563,13075.642857142857
Canada,Canada,Dawson,63.94054,-138.59157,2012,59.0,13410.659685863875,13075.950276243095
Canada,Canada,Dawson,63.94054,-138.59157,2013,74.0,13675.630952380952,13246.844444444445
Canada,Canada,Dawson,63.94054,-138.59157,2014,74.0,13578.83695652174,13151.205405405406
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2010,98.0,13567.677824267783,13221.40888888889
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2011,89.0,13568.421052631578,13192.816143497757
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2012,97.0,13399.607305936073,13041.665254237289
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2013,103.0,13553.11737089202,13277.615720524018
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2014,103.0,13662.004310344828,13311.885714285714
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2015,93.0,13659.528846153846,13322.247619047619
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2016,94.0,13666.50909090909,13330.59009009009
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1996,78.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1997,82.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1998,75.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1999,85.0,,
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2000,83.0,13580.376623376624,13211.82
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2001,77.0,13284.118483412321,12973.917525773197
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2002,82.0,13468.19806763285,13107.873170731707
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2003,90.0,13430.926701570681,13149.945273631842
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2004,95.0,13348.375,13062.229268292684
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2005,96.0,13206.538116591928,12969.255707762557
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2006,98.8409090909091,13389.776699029126,13079.735294117647
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2007,101.0,13457.874396135267,13176.049751243781
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2008,100.0,13314.620833333332,12946.05
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2009,89.0,13208.673366834171,12933.450450450451
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2010,73.0,13312.875621890547,12972.639593908629
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2011,87.0,13316.18407960199,13032.333333333334
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2012,83.0,13297.327188940093,12991.608108108108
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2013,81.0,13259.22340425532,13018.447004608295
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2014,88.0,13449.492610837438,13175.447963800905
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2015,89.0,13403.542105263157,13045.702564102565
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2016,104.0,13587.214953271028,13198.683720930232
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2017,94.0,13479.73023255814,13167.484693877552
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2018,92.0,13485.686274509804,13157.0
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2019,89.0,13451.919047619047,13183.490099009901
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2020,91.0,13478.365482233503,13127.843601895735
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2021,91.0,13235.0101010101,13032.619565217392
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2022,90.0,13436.530516431925,13117.301980198019
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2023,80.0,13397.419889502762,13090.529702970298
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2010,71.0,13305.760563380281,12914.39419087137
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2011,85.0,13295.023923444976,12876.818965517241
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2012,75.0,13301.385892116183,12888.162055335968
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2013,90.0,13273.41743119266,12935.08527131783
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2014,84.0,13444.978165938865,13060.646341463415
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2015,81.0,13361.907894736842,12941.983263598326
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2016,80.0,13521.888429752065,13124.703252032521
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2017,73.0,13540.443965517241,13117.278761061947
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2018,83.0,13431.025210084033,13106.135593220339
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2019,76.0,13412.690677966102,13099.111111111111
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2020,77.0,13464.95633187773,13096.665254237289
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2021,74.0,13215.108108108108,12915.04932735426
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2022,82.0,13359.724444444444,12996.515283842795
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2023,75.0,13346.464788732394,13024.535864978903
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1990,64.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1991,77.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1992,78.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1993,83.5232491389208,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1994,92.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1995,100.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1996,65.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1997,65.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1998,62.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1999,55.0,,
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2000,94.0,13655.815476190477,13335.741379310344
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2001,75.0,13445.24,13111.533333333333
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2002,75.0,13640.188679245282,13350.686567164179
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2003,75.0,13647.50462962963,13200.067567567568
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2004,69.0,13580.883620689656,13227.198312236287
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2005,102.0,13576.995633187773,13171.539748953976
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2006,105.0,13377.452173913043,13057.792792792792
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2007,92.0,13601.43153526971,13211.545454545454
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2008,70.0,13428.25,13070.862385321101
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2009,70.0,13467.306034482759,13083.271186440677
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2010,80.0,13575.052631578947,13195.59243697479
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2011,114.0,13490.273469387756,13107.849765258215
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2012,145.0,13349.695833333333,12984.004310344828
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2013,165.0,13553.021834061135,13156.235042735043
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2014,213.0,13553.691983122362,13238.057613168725
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2015,209.0,13518.60606060606,13198.181818181818
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2016,240.0,13545.148936170213,13276.76724137931
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2017,271.0,13504.821276595745,13153.295238095237
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2018,303.0,13528.767772511848,13193.619266055046
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2019,330.0,13648.092105263158,13260.144278606966
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2020,276.0,13414.352173913043,13056.380733944954
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2021,366.0,13460.51376146789,13149.450704225352
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2022,391.0,13521.36170212766,13173.360515021459
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2023,390.0,13440.02487562189,13129.420353982301
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2024,407.0,13431.89423076923,13176.448113207547
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2009,55.0,13398.871428571429,13147.460465116279
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2010,62.0,13377.278538812785,13083.100806451614
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2011,69.0,13356.884615384615,13033.086363636363
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2012,72.0,13191.50847457627,12896.893700787401
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2013,80.0,13399.265402843603,13155.359307359307
Alaska,Alaska Interior,Galena,64.7333,-156.78334,2014,80.0,13509.555555555555,13223.721030042918
