MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,NDVI,EVI
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2003,120.0,238.2608695652174,-76.43478260869566
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2004,107.0,28.47826086956522,-114.26086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2005,130.0,339.7391304347826,17.91304347826087
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2006,113.0,397.6521739130435,23.347826086956523
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2007,85.0,277.7826086956522,26.26086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2008,90.0,385.8695652173913,-16.52173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2009,93.0,450.95652173913044,16.652173913043477
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2010,80.0,366.7391304347826,-5.565217391304348
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2011,84.0,240.52173913043478,11.434782608695652
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2003,61.0,339.5217391304348,-47.08695652173913
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2004,69.0,137.08695652173913,-86.78260869565217
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2005,82.0,434.7826086956522,15.347826086956522
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2006,64.0,392.95652173913044,16.608695652173914
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2007,80.0,280.8695652173913,14.217391304347826
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2008,70.0,444.82608695652175,-16.434782608695652
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2009,72.0,439.2608695652174,-6.913043478260869
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2010,71.0,431.5652173913044,17.043478260869566
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2011,69.0,316.8695652173913,34.82608695652174
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2005,65.0,523.4347826086956,163.7391304347826
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2006,52.0,593.0,203.3913043478261
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2007,59.0,666.4782608695652,198.52173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2008,52.0,729.1304347826087,207.08695652173913
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2009,61.0,593.1739130434783,214.04347826086956
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2010,62.0,661.9565217391304,223.34782608695653
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2011,68.0,534.1739130434783,207.6086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2012,55.0,567.9130434782609,172.52173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2013,60.5,677.0869565217391,262.0
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2014,66.0,558.0434782608696,105.0
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2015,61.0,465.39130434782606,145.6086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2016,70.0,709.7826086956521,225.2173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2017,61.0,592.7391304347826,206.2608695652174
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2018,71.0,185.8695652173913,19.52173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2019,59.0,333.5217391304348,116.43478260869566
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2020,65.0,486.69565217391306,174.2173913043478
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2021,59.0,538.4347826086956,187.47826086956522
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2022,57.0,477.7391304347826,149.0
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2012,128.0,3032.2608695652175,1568.5217391304348
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2013,91.0,2716.7391304347825,1435.9565217391305
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2014,115.0,2990.608695652174,1471.0869565217392
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2015,112.5,2965.391304347826,1449.8695652173913
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2016,108.333333333333,2672.8695652173915,1255.4782608695652
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2017,105.0,3104.782608695652,1469.1304347826087
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2018,101.11430785124,3014.8260869565215,1476.4347826086957
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2019,96.8571625344353,2989.913043478261,1450.9565217391305
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2020,92.1714359504132,2645.7391304347825,1216.5652173913043
Russia,Central Siberia,Chara Belenky,56.76038,118.18903,2021,87.0,2958.9565217391305,1376.4347826086957
Russia,Central Siberia,Chara Most,56.906264,118.28067,2012,80.0,2819.304347826087,1333.2173913043478
Russia,Central Siberia,Chara Most,56.906264,118.28067,2013,59.5,2797.6521739130435,1387.5217391304348
Russia,Central Siberia,Chara Most,56.906264,118.28067,2014,79.0,2859.4347826086955,1345.4782608695652
Russia,Central Siberia,Chara Most,56.906264,118.28067,2015,78.8313008130081,2919.391304347826,1347.4782608695652
Russia,Central Siberia,Chara Most,56.906264,118.28067,2016,78.3333333333333,2695.9565217391305,1305.9130434782608
Russia,Central Siberia,Chara Most,56.906264,118.28067,2017,75.3333333333333,2957.0,1354.0869565217392
Canada,Canada,Teslin,60.44943,-133.52016,2008,100.0,3389.608695652174,1500.304347826087
Canada,Canada,Teslin,60.44943,-133.52016,2009,100.0,3047.304347826087,1435.0
Canada,Canada,Teslin,60.44943,-133.52016,2010,100.0,3532.9565217391305,1569.9130434782608
Canada,Canada,Teslin,60.44943,-133.52016,2011,100.0,3353.478260869565,1412.695652173913
Canada,Canada,Teslin,60.44943,-133.52016,2012,100.0,3431.086956521739,1558.5217391304348
Canada,Canada,Teslin,60.44943,-133.52016,2013,100.0,3670.0434782608695,1502.0434782608695
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2008,98.0,2071.2608695652175,970.0869565217391
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2009,77.0,1953.608695652174,941.8260869565217
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2010,75.0,2183.8695652173915,1101.8695652173913
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2011,79.0,1823.7391304347825,965.2608695652174
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2012,87.0,1920.9130434782608,853.7826086956521
Alaska,Alaska Interior,Chevak,61.52786,-165.61778,2013,85.0,2245.3478260869565,1215.8260869565217
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2008,82.0,2357.3478260869565,1383.695652173913
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2009,76.0,2863.0434782608695,1696.304347826087
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2010,67.0,2919.478260869565,1678.2608695652175
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2011,68.0,2505.217391304348,1461.3478260869565
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2012,68.0,2613.4347826086955,1597.6521739130435
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2007,223.0,2802.2272727272725,1481.2272727272727
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2008,218.0,2876.909090909091,1513.3636363636363
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2009,215.0,2571.6521739130435,1380.1739130434783
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2010,221.0,2688.391304347826,1409.2173913043478
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2011,220.0,2831.681818181818,1499.8636363636363
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2012,221.0,2644.590909090909,1430.0
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2013,223.0,2675.086956521739,1368.608695652174
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2014,220.0,2471.2608695652175,1309.4347826086957
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2015,220.0,2620.4347826086955,1394.9130434782608
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2016,222.0,2816.5454545454545,1495.8636363636363
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2017,224.0,2653.318181818182,1445.409090909091
