MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,NDVI,EVI
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,1999,120.0,,
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2000,107.0,349.3,-22
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2001,130.0,259.5652173913044,-62.43478260869565
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2002,113.0,275.7826086956522,-78.04347826086956
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2003,85.0,238.2608695652174,-76.43478260869566
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2004,90.0,28.47826086956522,-114.26086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2005,93.0,339.7391304347826,17.91304347826087
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2006,80.0,397.6521739130435,23.347826086956523
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2007,84.0,277.7826086956522,26.26086956521739
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,1999,61.0,,
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2000,69.0,397.35,17
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2001,82.0,296.0869565217391,-61.21739130434783
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2002,64.0,245.08695652173913,-92.95652173913044
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2003,80.0,339.5217391304348,-47.08695652173913
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2004,70.0,137.08695652173913,-86.78260869565217
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2005,72.0,434.7826086956522,15.347826086956522
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2006,71.0,392.95652173913044,16.608695652173914
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2007,69.0,280.8695652173913,14.217391304347826
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2001,65.0,246.30434782608697,-19.08695652173913
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2002,52.0,449.0869565217391,119.17391304347827
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2003,59.0,437.8695652173913,127.82608695652173
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2004,52.0,190.91304347826087,-1.7391304347826086
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2005,61.0,523.4347826086956,163.7391304347826
Russia,Kamchatka,Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2006,62.0,593,203.3913043478261
